"RegionID","RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
2216,"Columbia County","PA","Bloomsburg-Berwick","42","037",740,127797,127455,127134.333333333,126683.666666667,127059.666666667,127439.666666667,127948.666666667,127683,127379,127117.666666667,126994.333333333,127009.333333333,126567.333333333,126105.333333333,125571.333333333,125110,124581.333333333,124128.333333333,123817.666666667,123572.666666667,123447.666666667,123326.666666667,123246.333333333,123121.666666667,123178.666666667,123317.666666667,123398,123493.333333333,123422,123492.333333333,123406.666666667,123518.666666667,123535,123611.333333333,123505.666666667,123267.333333333,122948.333333333,122509.333333333,122178.666666667,121820,121649.666666667,121470,121425,121398,121500,121532.333333333,121629,121538.333333333,121546,121415.333333333,121432.666666667,121392.666666667,121406,121446,121517.333333333,121722,121971.333333333,122190.666666667,122382.333333333,122570.333333333,122845.333333333,123045,123240.333333333,123348.666666667,123399,123410.333333333,123498.333333333,123697,123859.666666667,123986.333333333,124227,124564.666666667,124945,125238.666666667,125554.666666667,125829,126048.333333333,126238,126483.333333333,126800.333333333,127149.666666667,127496.666666667,127876.333333333,128199.666666667,128614.333333333,128983,129351,129553.333333333,129647.333333333,129780.333333333,129966.666666667,130304.666666667,130593.666666667,130968.333333333,131316,131889.666666667,132306.666666667,132957,133465,134205.666666667,134727.333333333,135287,135678,136097.666666667,136550,136995.333333333,137492.333333333,137968.333333333,138500.666666667,139021.666666667,139661.666666667,140378.333333333,141005,141594.666666667,142094.666666667,142684.333333333,143267.333333333,143890,144530.333333333,145075.666666667,145668.333333333,146221.666666667,146834,147368,147932.333333333,148378,148775.333333333,149023.666666667,149319.666666667,149650,150142.666666667,150720.666666667,151344,152085.666666667,152848.666666667,153709,154233.333333333,154719,155087.333333333,155658,156170.333333333,156693.666666667,156857.666666667
356,"Adams County","IL","Quincy","17","001",741,107113,106838.5,106507,105937,105394,104999.333333333,104406.666666667,103212.666666667,102011.333333333,100994.666666667,100660.666666667,100279.333333333,100058.333333333,99729.3333333333,99412,98862.3333333333,98283.3333333333,97646.3333333333,97079.3333333333,96572.3333333333,95780,95054.3333333333,94512,94319.6666666667,94189.6666666667,93982,93920,93842.3333333333,93800.6666666667,93718.6666666667,93669.3333333333,93656,93642,93478,93580.6666666667,93589,93625,93375,93108.6666666667,93082,92973,92997,93031.3333333333,93202,93384.6666666667,93509.3333333333,93529.6666666667,93521.6666666667,93417.3333333333,93377.6666666667,93439.6666666667,93494.3333333333,93611,93714,93942.3333333333,94254.6666666667,94610.6666666667,95009,95341,95669.3333333333,95851.3333333333,95993.6666666667,95980,96046,96123.6666666667,96289,96477.6666666667,96718,97078.6666666667,97491.3333333333,97887.6666666667,98164,98400.3333333333,98604.3333333333,98887,99201.3333333333,99578.6666666667,99907,100260.333333333,100608.333333333,101018.333333333,101436.666666667,101818,102152.333333333,102461,102830.333333333,103226.333333333,103551.666666667,103802.333333333,104025.333333333,104250,104593.666666667,105016.666666667,105457.333333333,105730.666666667,106053.666666667,106429.333333333,106941,107382.666666667,107869,108345.333333333,108832.333333333,109301.666666667,109857.666666667,110388.666666667,110866.666666667,111168,111472,111861,112191.666666667,112578.666666667,112992,113539.333333333,114002,114401.333333333,114903.333333333,115491.333333333,116071,116510,116930.666666667,117324,117732.666666667,118098.333333333,118433,118719.666666667,118973.333333333,119274,119535.333333333,119789.333333333,120070,120396.666666667,120801.333333333,121204.666666667,121658.333333333,122121.666666667,122559.666666667,123011.666666667,123459,123910,124418,124962,125487.333333333,125506.666666667
578,"Kauai County","HI","Kapaa","15","007",742,543077,541349.5,539304.666666667,535852.333333333,532211.666666667,528623,525676,522219,519048,515849.333333333,512410.333333333,508546,504614.333333333,501300.333333333,499091.666666667,495314.666666667,491479,487187.333333333,483762.333333333,480400.666666667,476632,473563.333333333,472269,472383,472433,472301.333333333,472176,473076.666666667,473414.333333333,473518,472513.666666667,472081,470757,469350.666666667,468224.666666667,467286,466478,464559.666666667,462343,461197.333333333,460892,461472,461156,460781.333333333,460227.333333333,460048,459854.666666667,460600.666666667,461282,461815.666666667,461745,461915.666666667,461884.333333333,461902,462024,462546,463471.333333333,464333,466181.333333333,468691.666666667,471746.333333333,475056.666666667,478042.666666667,481082.666666667,481831.333333333,482916,484255.666666667,486977,490103.333333333,492608.666666667,495048.333333333,496643.333333333,499242.666666667,501884.666666667,504509.333333333,506412.333333333,508635.333333333,510347.666666667,511249.666666667,512602,514495.666666667,516499.333333333,518350,520167,520661.333333333,520744,520612.666666667,519641.666666667,518779,517756,519389,520840.333333333,522490.333333333,523962.333333333,525774.666666667,527533,529064,529877,531586.333333333,533387.333333333,535843.666666667,537573.333333333,539198,540619,542170.333333333,544024,546111,547847.333333333,549778.666666667,551122.333333333,552906.666666667,554363,556757.333333333,559202.333333333,561063,562105.333333333,562872.333333333,564791.333333333,567524,570276.666666667,571980,573079.333333333,573330.666666667,574560.333333333,576586.333333333,579838.333333333,582753.666666667,584801.333333333,586880,589103,591649.666666667,593657.666666667,595440,597090,599411.333333333,601595,604068,606432,608561,610629.333333333,612841.333333333,613324,608924.666666667
2785,"Marquette County","MI","Marquette","26","103",743,109186,109094,108640.333333333,107897,106842,105854.666666667,105109.333333333,104575.333333333,104348.333333333,104110.333333333,104121.333333333,104167.333333333,104261,104501.666666667,105190.333333333,105640,106186,106188,106713.333333333,107070.666666667,107527.666666667,107557,107945.333333333,108089,107993.666666667,107499.666666667,107069,107324.333333333,107767.333333333,108757,109761.666666667,110626.666666667,111162.666666667,111328.666666667,111118.666666667,110948,110952.333333333,110945.333333333,110696.333333333,110356.333333333,110322,110579,110900.666666667,111209.333333333,111350.333333333,111176.333333333,110979.333333333,110865,111048.666666667,111249,111298,111343,111463.333333333,111859.666666667,112090,112311,112577,113296.666666667,114082.666666667,114833.666666667,115335.666666667,115657.666666667,116082,116664,117502.666666667,118562.666666667,119404,120255.666666667,120931,121793,122329,122892.333333333,123370.333333333,123938.333333333,124494,125055.333333333,125658.333333333,126015.666666667,126304.333333333,126624.666666667,126994.666666667,127433.666666667,127865.333333333,128444.666666667,129343.333333333,130220,131023.666666667,131406.333333333,131793,132030,132400,132838.666666667,133468.333333333,134031.333333333,134733.666666667,135366.666666667,136072.333333333,136595.666666667,137031.333333333,137339,137626,137940.666666667,138359.333333333,138811.333333333,139456,140145,141039.666666667,141888,142770,143522.333333333,144362,145199.333333333,145878.333333333,146421.666666667,146618,146893.333333333,147078,147677.333333333,148349.666666667,149326.333333333,150347.666666667,151519.333333333,152641.333333333,153621.666666667,154276.666666667,154727,154997.333333333,155389.666666667,155833.333333333,156596.666666667,157472,158352.333333333,159015.333333333,159602.333333333,160219.666666667,160938.333333333,161578.333333333,162167.666666667,162694.333333333,163304.333333333,163956,164726.333333333,165074.666666667
756,"Troup County","GA","LaGrange","13","285",744,112112,111836.5,111494.666666667,110973.333333333,110901,110768,110516.666666667,110067.333333333,109755.666666667,109587.666666667,109206,108968,109413.666666667,109762.666666667,109870.666666667,108899.666666667,107938.333333333,106958.666666667,106043,105068.333333333,104188.666666667,103344,102456.666666667,101570.666666667,100771,100263,99836.6666666667,99615,99225.3333333333,98842.3333333333,98414.6666666667,97963,97320,96759.6666666667,96104,95076,93881.3333333333,92803.3333333333,92050,91190.6666666667,90397.3333333333,89815.6666666667,89498.3333333333,89163.6666666667,88787,88397,88137.6666666667,87924.3333333333,87425.6666666667,86939.3333333333,86531.3333333333,86444.3333333333,86300,86172,86114.3333333333,86215,86417.3333333333,86737.6666666667,87144.3333333333,87707.3333333333,88269.3333333333,88744.6666666667,89104.6666666667,89477.6666666667,89851.3333333333,90216,90603.3333333333,91058.6666666667,91611.6666666667,92330.6666666667,93081.3333333333,93907.6666666667,94375,94799,95198,95766.3333333333,96312.6666666667,96762.6666666667,97094.3333333333,97482,97875,98390.6666666667,98971,99677.3333333333,100208.333333333,100621,100922.666666667,101411.666666667,101872,102301.333333333,102658,103032.333333333,103370.333333333,103745.666666667,104264.333333333,104656,105042.666666667,105293,105727,106148.333333333,106581,107013,107441,107714.666666667,107965.666666667,108317,108867,109136,109175.666666667,109241.666666667,109591.333333333,110082,110386,110726.333333333,111025,111528,112093.333333333,112130.333333333,112214.666666667,112393.333333333,113103.333333333,113736.666666667,114302.666666667,114998,115681,116296,116832,117294,117683.666666667,118156.333333333,118801,119723,120516,121260,121882,122536,123170,123830.333333333,124501.666666667,125128.666666667,125563.666666667,125509,124842
1464,"Walker County","AL","Birmingham-Hoover","01","127",745,97131,97212,97193.3333333333,97280,97238.6666666667,97243.6666666667,96981,96826.3333333333,96573,96524.3333333333,96500.6666666667,96544.3333333333,96461.6666666667,96203.6666666667,95901.3333333333,95457,94957.6666666667,94353.6666666667,93878,93371,92783.3333333333,91949.3333333333,91273.3333333333,90756,90532.6666666667,90208,89945.3333333333,89637.3333333333,89386.6666666667,89093.6666666667,88765.6666666667,88397,88144,87870.6666666667,87566.3333333333,86997,86357,85627.3333333333,85017.6666666667,84522.6666666667,84224,84007,83992,84110.3333333333,84169.3333333333,84171,84057.3333333333,83977,83981.6666666667,83901.3333333333,83833.6666666667,83665.3333333333,83598,83475.3333333333,83402.3333333333,83326.6666666667,83235,83071.6666666667,82799.6666666667,82587.6666666667,82399.3333333333,82285.3333333333,82166.3333333333,81948,81741.3333333333,81606.3333333333,81531.3333333333,81508,81437,81378,81264.3333333333,81185.6666666667,81192.6666666667,81493.6666666667,81706.3333333333,81911.3333333333,81900.6666666667,82020,82009.6666666667,82026.6666666667,82506,83108.6666666667,83642.6666666667,83699,83628.6666666667,83530.3333333333,83442.6666666667,83494.6666666667,83579.6666666667,83525,83581.6666666667,83576.3333333333,83650.3333333333,83501.6666666667,83442.3333333333,83393,83347,83378.6666666667,83478.6666666667,83641,83737.6666666667,83909.6666666667,84063,84235.6666666667,84184.6666666667,84313.6666666667,84373.3333333333,84602.6666666667,84784,85012,85185.3333333333,85390.6666666667,85684.3333333333,85994.6666666667,86149.6666666667,86198.6666666667,86154,86211.6666666667,86342.3333333333,86650,86860,87075,87346.3333333333,87751,88174,88519.3333333333,88857.6666666667,89123.6666666667,89338,89605.3333333333,89869.3333333333,90231,90597,91049.3333333333,91454.6666666667,91723,91950,92157,92410.6666666667,92653,92908,93136,93520.3333333333
2942,"James City County","VA","Virginia Beach-Norfolk-Newport News","51","095",746,331098,330728.5,329442.666666667,327357.666666667,326242.666666667,326090.666666667,325975.666666667,324662,323717.666666667,323015.666666667,322579.666666667,321386,320319,318958.333333333,317720,315937.666666667,313937.333333333,311843.333333333,309981.333333333,308257.333333333,306714,305323.333333333,304344,303178,302204,301310.333333333,301078,300794.333333333,300440,300005.333333333,299576,298942,298445,298278,298331.333333333,297612,296620.666666667,295471,294647.333333333,293779.666666667,293128.666666667,292647,292544,292294.333333333,290339.666666667,287133.333333333,283597.666666667,282663.333333333,282886.333333333,283321.333333333,282057.333333333,280479.666666667,280661.666666667,280991,282699.666666667,284555,286467.666666667,289027,288817,289628,288796.333333333,289825.666666667,291168.666666667,293280.333333333,294312.333333333,295292.333333333,295452.333333333,296218,297318,298340.666666667,300365.666666667,301518.666666667,302114.333333333,300500.666666667,299016,299066.333333333,298999.333333333,299126,299409.666666667,300212,299875.666666667,299198.666666667,299182.333333333,302028.666666667,304885.666666667,307804,308224.333333333,307230.666666667,306479,306456.666666667,305900.333333333,306068.666666667,306554,307857,307776.666666667,305676.333333333,303970,303819.666666667,306034.333333333,307978.333333333,308611.666666667,308409.333333333,308223.666666667,307767.666666667,307399.666666667,307006,307331,307352.666666667,307750,307829.333333333,308669,309490.666666667,310558.333333333,310774.333333333,311040.666666667,311283.666666667,312124.333333333,313095.333333333,313982,314712.666666667,315388.666666667,315491,315724,316573.666666667,317885,318875.333333333,319124.666666667,319203.333333333,320045.333333333,320725.666666667,321901.666666667,321924.666666667,322146.333333333,322489.333333333,323157.666666667,323823,323408.333333333,323172.333333333,322729.666666667,322165,321883,321369,321998
3093,"Grand Forks County","ND","Grand Forks","38","035",747,159693,159667,159901,160071,160194.333333333,160109,160053.333333333,159953,159885.333333333,159838.333333333,160096.666666667,160146,160344.333333333,160221.333333333,160415.666666667,160335,160408,160337,160394,160381.666666667,160263,160144.333333333,160195.333333333,160030,159702.666666667,159352,159322,159510,159523.666666667,159400,159418,159730.333333333,160325.666666667,160985.333333333,161094,161438.333333333,161766.666666667,162596.666666667,163125,163501,163971.333333333,164406.333333333,164907.666666667,165339.666666667,165909.666666667,166788.666666667,167865.666666667,168250,168820.666666667,169426,170616.666666667,171675.666666667,172581,173907,175082.333333333,176476,177663.666666667,178874,180309.666666667,181289.666666667,182519,183628.333333333,185236,186774.666666667,187945,189391,190471.666666667,191652.666666667,192603.333333333,193734.666666667,193975.666666667,194418.333333333,194613,195616,196184.666666667,196910.333333333,197766.666666667,198737,199766,200743.666666667,201766,202852,204049,205061,205731.333333333,206181.333333333,206681.666666667,207290.333333333,207937,208522.333333333,209055,209277.666666667,209389,209531.666666667,210005.333333333,210963,211676.333333333,211884,211738.666666667,211738.333333333,212235,212532.333333333,212873.333333333,212974.333333333,213221,213479.666666667,213936.333333333,214733.333333333,215348.333333333,215767.333333333,215665,215544.333333333,215356.666666667,215166,215063,214929,214755,214691.666666667,214885,215550,215932,216120,216009,216011,215891,215717.333333333,215557.333333333,215519,215473,215552.333333333,215979,216976.666666667,217974.333333333,218866.333333333,219395,220097.666666667,220793,221468.666666667,222054.666666667,222626.666666667,223154.333333333,222468.333333333,221012
1852,"Laurens County","SC","Greenville-Anderson-Mauldin","45","059",748,78475,78252,78261.3333333333,78151.6666666667,78274.3333333333,78159.6666666667,77951.3333333333,77567.3333333333,77203,76902.3333333333,76645.3333333333,76665.3333333333,76753.3333333333,77001.3333333333,76837,76589,75950.6666666667,75319.3333333333,74456,73626,72817.6666666667,72124,71720,71431.6666666667,71274.3333333333,71135.3333333333,71036,70993.3333333333,70665.6666666667,70417.6666666667,70109.6666666667,70089.3333333333,70072.6666666667,70082.3333333333,69972,69632.6666666667,68924,68113,67267,66723.6666666667,66367.3333333333,66187.6666666667,66183.3333333333,66023.3333333333,65970,65963.3333333333,66085.3333333333,66195,66214.6666666667,66319,66351.6666666667,65927,65427,64986.6666666667,64967.3333333333,65032,65042.3333333333,65071.3333333333,65090.6666666667,65090.3333333333,65316.6666666667,65369.6666666667,65585,65742.6666666667,66094.3333333333,66409.3333333333,66585.3333333333,66592.6666666667,66622,66646.6666666667,66894,67132,67389.3333333333,67551,67814.6666666667,68126.6666666667,68567.6666666667,69024.6666666667,69569.3333333333,69847.6666666667,70038,70035.6666666667,70173,70223,70419,70667.3333333333,71115.3333333333,71579,72004.6666666667,72283.6666666667,72591,72951.6666666667,73460.6666666667,73811.6666666667,73947.3333333333,74069.6666666667,74251.6666666667,74744.6666666667,75158.3333333333,75635,76072,76618.6666666667,77109.3333333333,77518,77743.6666666667,78066.3333333333,78473.6666666667,78961,79527,80047.3333333333,80571.6666666667,81117.6666666667,81792.3333333333,82432,82973.3333333333,83546.3333333333,84091.6666666667,84701.6666666667,85083.6666666667,85573.3333333333,85798.3333333333,85673.6666666667,85599.3333333333,85691,86331.6666666667,86937.6666666667,87525.3333333333,88035.6666666667,88632.3333333333,89212.6666666667,89687.6666666667,90047.3333333333,90458.3333333333,90949,91427.6666666667,92011,91987.6666666667,92032,91996.3333333333,92563.3333333333,93109,93660.6666666667,93853.6666666667
2179,"Carteret County","NC","Morehead City","37","031",749,275215,275283.5,274607.666666667,273079.666666667,270302.333333333,267578.333333333,265455,263947,263166.333333333,261956.333333333,261634.333333333,261104.666666667,261368.333333333,261040.333333333,260376.333333333,258999.333333333,257454.333333333,255872.333333333,254534.333333333,253061,251725,250255,249068.666666667,247896,247155,247283,247502.333333333,247551.333333333,246856.666666667,246401.333333333,246156,245604.666666667,245192,244513,243881,242703.666666667,241534.333333333,240438.666666667,239352.666666667,237860.666666667,237040,236627.666666667,236804.666666667,236561.333333333,236516.666666667,235986.333333333,235484.666666667,234535.666666667,234212.666666667,233852,233440,232877.666666667,232330.666666667,231899,231671,231861,231910.666666667,231920.333333333,231798,231812.333333333,232131,231765,231707.333333333,231233.333333333,230689,230309.333333333,229648.666666667,230065.333333333,229724.333333333,229885.666666667,229449,229710.666666667,229661.666666667,230124,230244.333333333,230576,230582,230899.333333333,231178,231301,231227.666666667,230904.333333333,230696.666666667,230906.666666667,231666,232457.666666667,233369.666666667,234149.666666667,235205.333333333,235886.666666667,236515.666666667,236778,236940.666666667,237936.666666667,239191.666666667,241039,240459.666666667,240082,239554,240571.333333333,242406.333333333,243715.333333333,244818,244516.333333333,243968.666666667,244613.333333333,245311,246145,245918.666666667,244843.666666667,244383,244139,245573.333333333,246080,246807.666666667,247330,248534.333333333,248957.666666667,249302,250128,252362.333333333,254212.666666667,255056,255784,256499.666666667,257758.666666667,258507.333333333,259792,261423,262898.333333333,263467.333333333,262978.666666667,262620,263111.333333333,264795,267190.666666667,268550.666666667,269949,270248.333333333,270885,270882.333333333,271010,271508.666666667
1842,"Klamath County","OR","Klamath Falls","41","035",750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161823,162035.5,162491.333333333,163136.333333333,164105,164792,165822.333333333,166939.333333333,168314.666666667,169487.666666667,170403.333333333,171321.333333333,172131,172780,173368.666666667,174299.666666667,175509.333333333,176695.666666667,177637,178258.333333333,178915.333333333,179752.666666667,180881.666666667,182008,183255.666666667,184852,186378.666666667,187700,188326.666666667,189299.333333333,190149.666666667
3079,"Williamson County","IL","Carbondale-Marion","17","199",751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91374,91219,91385,91390.6666666667,91522,91379,91343.3333333333,91233.6666666667,90875.6666666667,90730.6666666667,90506.3333333333,90575,90142,90079,90186,90736.3333333333,91288,91805.6666666667,92081.3333333333,92307.3333333333,92672.3333333333,93148,93580.3333333333,93917,94564.6666666667,94896.6666666667,95352.3333333333,95260,95113.6666666667,94740.3333333333,94598.6666666667,94849,95350.3333333333,95776,96182.6666666667,96321.3333333333,96700.3333333333,96892,96712.3333333333,96356.6666666667,95932,95942.3333333333,96189.3333333333,96544.6666666667,96857.6666666667,96928,97172.3333333333,97360.6666666667,97524,97755,98160.6666666667,98849,99412.3333333333,99838,100172,100498,100985,101339.333333333,101514.333333333,101594,101732.666666667,101908.666666667,101623.333333333,101489.333333333,101533,101806.666666667,101784,101725,101863.333333333,102190.666666667,102496.333333333,102773.666666667,103043.666666667,103364.666666667,103713.333333333,103962,104249,104679,105244.333333333,105541.333333333,105438.666666667
2834,"Robertson County","TN","Nashville-Davidson--Murfreesboro--Franklin","47","147",752,156685,156710.5,156556.666666667,156166.666666667,155660.333333333,155908.666666667,156113.666666667,156060,155429.333333333,155166,155177.333333333,155943.666666667,156440,157082.666666667,156732.333333333,156325,155614.666666667,154846.666666667,153945.666666667,152667,150707,148118.666666667,146389.333333333,145838,146448,145675.333333333,144705,143674.333333333,143907.333333333,143778,143900.333333333,143894.666666667,144441,144235.333333333,143966.333333333,143611.333333333,143468.333333333,143121.666666667,142523.666666667,141732,140771,139770,138762.666666667,138016,137317.666666667,137225,137158.666666667,137194.666666667,136919,136649,136452.666666667,136699.666666667,136511.333333333,136288,135522.333333333,135671.333333333,135697,135961.333333333,135599.333333333,135385.666666667,135834,137227.666666667,138756.333333333,139946,140985,142077.666666667,143270.333333333,144222.333333333,145700.666666667,146785.333333333,148372.666666667,148999.666666667,149313.666666667,149206,149515,149816.333333333,149985.666666667,150123.666666667,149778,150240,150445.333333333,151480,151744.333333333,152432.666666667,153925,155382.666666667,156577,156704,157460,158275.666666667,159819.666666667,159861.333333333,160530,160716.333333333,161811,162349.333333333,163434.333333333,164935.333333333,166783,168521.666666667,170347.333333333,172163,174192,175961.666666667,177459.333333333,179299.666666667,180992.666666667,182241.333333333,181974.333333333,182356.666666667,183202.666666667,185300.333333333,187089.333333333,189074,190818.333333333,192427,193795,195045,196538,198527,200672.333333333,202196.333333333,203668.333333333,205640.666666667,207795.666666667,209838,211226.333333333,212735,214059.666666667,215511,216222.666666667,215703,214096.666666667,213017.666666667,212957.333333333,213490.333333333,213582.333333333,213268.333333333,213925,215367,217474.666666667,219675,221340.333333333
976,"Dallas County","IA","Des Moines-West Des Moines","19","049",753,198331,198270.5,197864,197365.333333333,196893,196775,196920.333333333,196845.333333333,197113,197161.333333333,198359.666666667,199240,198946.333333333,197739.666666667,196486,196361.666666667,195960,195333,195808.333333333,196356,197097.666666667,196798.333333333,196547.333333333,196491.666666667,195335,194117.333333333,192951,192854,193147.333333333,193008,192572.333333333,192127.666666667,191700.333333333,191394,190722,190310.666666667,190326.333333333,190533.333333333,190368.666666667,189935.333333333,189713.666666667,191238.666666667,192691.666666667,194118.666666667,194231,194566,194743.666666667,194958.666666667,194612.333333333,193964,193454.333333333,193828.333333333,194448,194620.666666667,194104.666666667,193901.333333333,194040.333333333,194766,195201.333333333,195722.666666667,196556,197607.333333333,198380,198588,198520.333333333,198440.333333333,198477,198324.333333333,198586.666666667,198660.333333333,198902,199241,199892,201306,202448,203718,204075,204776.666666667,205385.333333333,206683,207460.666666667,208305.333333333,208790.666666667,209518,211602.333333333,213588,215582.333333333,216226.666666667,217128.333333333,217898,218269.666666667,218506.666666667,218876,219347,220844.333333333,221412,223094.666666667,224067,225927,226890.666666667,227356.333333333,227816,228114.666666667,228784.333333333,229655.666666667,229791.333333333,229939.333333333,230283.333333333,231510.333333333,232418,233429,234446.666666667,235893.666666667,236889.333333333,237690.666666667,238095,238352,238864,239142.333333333,239192,238947,239271.333333333,240143.666666667,240869.333333333,241773.666666667,241996.666666667,242315.333333333,242311.333333333,242689.666666667,243648,244959.666666667,246557,247260.666666667,247560.333333333,247528.333333333,247292,247362.333333333,247099.666666667,247245.333333333,247328.333333333,247655,248450.666666667,247724
702,"Salem County","NJ","Philadelphia-Camden-Wilmington","34","033",754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141846,143043,144111,146504.666666667,149375,152771.333333333,156338.333333333,158575,159002,157382.666666667,155333.333333333,153842,152885.333333333,151966.333333333,150756.333333333,149376.333333333,147533.333333333,145161,142519,140894.666666667,140619.333333333,141864.333333333,143099.666666667,143374.666666667,142658,141502.666666667
900,"Butler County","KS","Wichita","20","015",755,128633,128364,128151.666666667,127707,127508.666666667,127407.666666667,127434.333333333,127492.666666667,127733.666666667,128453.666666667,128797,129331.333333333,129334,129773,129925.666666667,130023.333333333,130076.333333333,130038.333333333,130023.666666667,129837.333333333,129606.333333333,128741.333333333,127748.666666667,126732.666666667,125791,124962.666666667,124215,124211.333333333,124185.666666667,124319.333333333,124390.666666667,124366.333333333,124170.333333333,123994.666666667,123981.666666667,124019.666666667,123935.666666667,123771,123538.666666667,123154.666666667,122947.666666667,122753,122712,122582,122524,122563.666666667,122658.666666667,122616,122677.333333333,122604.666666667,122542,122384.666666667,122232.666666667,122340.333333333,122385.666666667,122637,122695,123626.666666667,124492.666666667,125357.666666667,125407.666666667,125473.333333333,125467.333333333,125622.666666667,125666,125926.666666667,126293,126563,126748.333333333,126568.666666667,126651,126590.333333333,126848.666666667,127241.666666667,127853.666666667,128378.333333333,128698.333333333,129338.333333333,129905,130588,130822.666666667,130951,130986.666666667,131114.666666667,131561.666666667,132103,132625,132993.333333333,133363.666666667,133829.333333333,134199.666666667,134531.666666667,134779.333333333,134989.333333333,135151.666666667,135480.666666667,136125.666666667,136810.666666667,137369.666666667,137808,138219.333333333,138704.333333333,139069,139562,140008.666666667,140368,140750.333333333,141332.333333333,141876.666666667,142306,142697,143245,143784,143663.333333333,143653,143728.333333333,144439.666666667,145041,145925,146630.666666667,147588.666666667,148166.666666667,148900,149462.333333333,150127.333333333,150608.666666667,151088.666666667,151482,151980.666666667,152384.333333333,152884,153227.333333333,153777.333333333,154315.666666667,155133.666666667,155777,156367,156529,156650,156889,157436.666666667,157952.666666667,158397.666666667
1479,"Warren County","NY","Glens Falls","36","113",756,234644,234500.5,234275.333333333,233422.333333333,232623.666666667,231513.333333333,230483.666666667,229108.333333333,227842,226916,226210.666666667,225951,225864.666666667,225851,225528.333333333,224820,223798.666666667,222597.333333333,221461.666666667,220200.333333333,218961,217989.333333333,217443.333333333,217456,217494.333333333,217865.666666667,218257.666666667,218837.666666667,219076.666666667,219326.333333333,219555.666666667,219953.333333333,220011.666666667,220057,219910,219773.333333333,219322.333333333,218693.666666667,218094.666666667,217445.333333333,217096,216694.666666667,216548,216201.333333333,215794,215498,215486.333333333,215734.333333333,215856,215998,216157,216404.333333333,216570.666666667,216660,216779,216889,216914.666666667,217079.666666667,217480.666666667,218088,218540.333333333,219019.666666667,218788.333333333,218423,217875.333333333,218197.666666667,219187.666666667,220267.666666667,221122.666666667,222320.333333333,222664.333333333,223085,222783.666666667,223183,223888.333333333,224086,223105,221894,220335.333333333,220122.666666667,220327,221676,222604,222519.666666667,221921.333333333,221907.666666667,222418.333333333,223440,225110,227140.666666667,228699.333333333,228777,228303.666666667,226659.333333333,226065.333333333,224882,224619,222893,221767,220338.333333333,220395,220065.666666667,221266.666666667,221177,222162.333333333,222321.666666667,222947,223434,223711,224642.333333333,226486.333333333,228854,229957.333333333,230179,229487.666666667,230044.333333333,229745,229649,228873,227986,226923.666666667,225066.666666667,222092.333333333,219487.333333333,217603,216631,215572,214972.333333333,214907.333333333,214390.666666667,213605.666666667,213240.333333333,213175.333333333,213780.333333333,214211.666666667,214760,215481,216105,215859.666666667,215708,215482.333333333,215221,214767
